"COU","Country","VAR","Variable - Red List","YEA","Year","Value","Flag Codes","Flags"
"CZE","Czechia","LOWER","Lower Bound","2021","2021",0.969,,
"NLD","Netherlands","LOWER","Lower Bound","2001","2001",0.962,,
"NLD","Netherlands","LOWER","Lower Bound","2002","2002",0.961,,
"NLD","Netherlands","LOWER","Lower Bound","2003","2003",0.958,,
"NLD","Netherlands","LOWER","Lower Bound","2004","2004",0.957,,
"NLD","Netherlands","LOWER","Lower Bound","2005","2005",0.955,,
"NLD","Netherlands","LOWER","Lower Bound","2006","2006",0.953,,
"NLD","Netherlands","LOWER","Lower Bound","2007","2007",0.952,,
"NLD","Netherlands","LOWER","Lower Bound","2008","2008",0.95,,
"NLD","Netherlands","LOWER","Lower Bound","2009","2009",0.948,,
"NLD","Netherlands","LOWER","Lower Bound","2010","2010",0.945,,
"NLD","Netherlands","LOWER","Lower Bound","2011","2011",0.942,,
"NLD","Netherlands","LOWER","Lower Bound","2012","2012",0.94,,
"NLD","Netherlands","LOWER","Lower Bound","2013","2013",0.938,,
"NLD","Netherlands","LOWER","Lower Bound","2014","2014",0.935,,
"NLD","Netherlands","LOWER","Lower Bound","2015","2015",0.931,,
"NLD","Netherlands","LOWER","Lower Bound","2016","2016",0.93,,
"NLD","Netherlands","LOWER","Lower Bound","2017","2017",0.925,,
"NLD","Netherlands","LOWER","Lower Bound","2018","2018",0.924,,
"NLD","Netherlands","LOWER","Lower Bound","2019","2019",0.92,,
"NLD","Netherlands","LOWER","Lower Bound","2020","2020",0.918,,
"NLD","Netherlands","LOWER","Lower Bound","2021","2021",0.915,,
"DEU","Germany","UPPER","Upper Bound","2001","2001",0.982,,
"DEU","Germany","UPPER","Upper Bound","2002","2002",0.982,,
"DEU","Germany","UPPER","Upper Bound","2003","2003",0.982,,
"DEU","Germany","UPPER","Upper Bound","2004","2004",0.982,,
"DEU","Germany","UPPER","Upper Bound","2005","2005",0.982,,
"DEU","Germany","UPPER","Upper Bound","2006","2006",0.982,,
"DEU","Germany","UPPER","Upper Bound","2007","2007",0.982,,
"DEU","Germany","UPPER","Upper Bound","2008","2008",0.982,,
"DEU","Germany","UPPER","Upper Bound","2009","2009",0.982,,
"DEU","Germany","UPPER","Upper Bound","2010","2010",0.982,,
"DEU","Germany","UPPER","Upper Bound","2011","2011",0.982,,
"DEU","Germany","UPPER","Upper Bound","2012","2012",0.982,,
"DEU","Germany","UPPER","Upper Bound","2013","2013",0.982,,
"DEU","Germany","UPPER","Upper Bound","2014","2014",0.982,,
"DEU","Germany","UPPER","Upper Bound","2015","2015",0.982,,
"DEU","Germany","UPPER","Upper Bound","2016","2016",0.982,,
"DEU","Germany","UPPER","Upper Bound","2017","2017",0.982,,
"DEU","Germany","UPPER","Upper Bound","2018","2018",0.982,,
"DEU","Germany","UPPER","Upper Bound","2019","2019",0.982,,
"DEU","Germany","UPPER","Upper Bound","2020","2020",0.982,,
"DEU","Germany","UPPER","Upper Bound","2021","2021",0.982,,
